Latitude,Longitude,Message,Type
1.3475188341678275,103.63730410691547,(15/10)5:58 Heavy Traffic on AYE (towards Tuas) after Tuas West Dr Exit.,Heavy Traffic
1.389359269245869,103.86481049921117,(15/10)4:31 Accident on Yio Chu Kang Road (towards Dedap Road) after Begonia Road. Avoid left lane.,Accident
1.3118619610415552,103.77227924330447,(15/10)0:12 Roadworks on Clementi Road near Clementi Road/Commonwealth Avenue West Junction.,Roadwork
